filename,itemReviewedName,itemReviewedAuthor,genre,verdictBadge,releaseDate,dateUpdated,imagePath,url
"the-shining.html","The Shining","BooksVersusMovies.com","General","Book Wins","2026","2026-04-11","images/the-shining.jpg","https://booksversusmovies.com/reviews/the-shining.html"
"the-sisterhood-of-the-traveling-pants.html","The Sisterhood of the Traveling Pants","BooksVersusMovies.com","General","Book Wins","2026","2026-04-11","images/the-sisterhood-of-the-traveling-pants.jpg","https://booksversusmovies.com/reviews/the-sisterhood-of-the-traveling-pants.html"
"the-three-body-problem.html","The Three-Body Problem","BooksVersusMovies.com","General","Book Wins","2026","2026-04-11","images/the-three-body-problem.jpg","https://booksversusmovies.com/reviews/the-three-body-problem.html"
"the-thursday-murder-club.html","The Thursday Murder Club","BooksVersusMovies.com","General","Book Wins","2026","2026-04-11","images/the-thursday-murder-club.jpg","https://booksversusmovies.com/reviews/the-thursday-murder-club.html"
"the-time-travelers-wife.html","The Time Traveler's Wife","BooksVersusMovies.com","General","Book Wins","2026","2026-04-11","images/the-time-travelers-wife.jpg","https://booksversusmovies.com/reviews/the-time-travelers-wife.html"
"the-witcher.html","The Last Wish","BooksVersusMovies.com","General","Book Wins","2026","2026-04-11","images/the-witcher.jpg","https://booksversusmovies.com/reviews/the-witcher.html"
"the-woman-in-the-window.html","The Woman in the Window","BooksVersusMovies.com","General","Book Wins","2026","2026-04-11","images/the-woman-in-the-window.jpg","https://booksversusmovies.com/reviews/the-woman-in-the-window.html"
"thirteen-reasons-why.html","Thirteen Reasons Why","BooksVersusMovies.com","General","Book Wins","2026","2026-04-11","images/thirteen-reasons-why.jpg","https://booksversusmovies.com/reviews/thirteen-reasons-why.html"
"to-kill-a-mockingbird.html","To Kill a Mockingbird","BooksVersusMovies.com","General","Too Close to Call","2026","2026-04-11","images/to-kill-a-mockingbird.jpg","https://booksversusmovies.com/reviews/to-kill-a-mockingbird.html"
"twilight.html","Twilight","BooksVersusMovies.com","General","Book Wins","2026","2026-04-11","images/twilight.jpg","https://booksversusmovies.com/reviews/twilight.html"
"ugly-love.html","Ugly Love","BooksVersusMovies.com","General","Book Wins","2026","2026-04-11","images/ugly-love.jpg","https://booksversusmovies.com/reviews/ugly-love.html"
"unbroken.html","Unbroken","BooksVersusMovies.com","General","Book Wins","2026","2026-04-11","images/unbroken.jpg","https://booksversusmovies.com/reviews/unbroken.html"
"verity.html","Verity","BooksVersusMovies.com","General","Book Wins","2026","2026-04-11","images/verity.jpg","https://booksversusmovies.com/reviews/verity.html"
"water-for-elephants.html","Water for Elephants","BooksVersusMovies.com","General","Book Wins","2026","2026-04-11","images/water-for-elephants.jpg","https://booksversusmovies.com/reviews/water-for-elephants.html"
"where-the-crawdads-sing.html","Where the Crawdads Sing","BooksVersusMovies.com","General","Book Wins","2026","2026-04-11","images/where-the-crawdads-sing.jpg","https://booksversusmovies.com/reviews/where-the-crawdads-sing.html"
"white-noise.html","White Noise","BooksVersusMovies.com","General","Book Wins","2026","2026-04-11","images/white-noise.jpg","https://booksversusmovies.com/reviews/white-noise.html"
"wild.html","Wild","BooksVersusMovies.com","General","Book Wins","2026","2026-04-11","images/wild.jpg","https://booksversusmovies.com/reviews/wild.html"
"wolf-hall.html","Wolf Hall","BooksVersusMovies.com","General","Book Wins","2026","2026-04-11","images/wolf-hall.jpg","https://booksversusmovies.com/reviews/wolf-hall.html"
"world-war-z.html","World War Z","BooksVersusMovies.com","General","Book Wins","2026","2026-04-11","images/world-war-z.jpg","https://booksversusmovies.com/reviews/world-war-z.html"
"wuthering-heights.html","Wuthering Heights","BooksVersusMovies.com","General","Book Wins","2026","2026-04-11","images/wuthering-heights.jpg","https://booksversusmovies.com/reviews/wuthering-heights.html"
